"","Source","SSP","RCP","GCM","Year2","cCotton.sum","cCorn.sum","cRice.sum","cSoybean.sum","cSugar.sum","cWheat.sum"
"442","harmonized","ssp2","rcp45","noresm",2060,-962276.323617974,-53573478.4289928,-20846453.153691,-4205499.07236701,-98530.2482224128,-11744354.807064
"443","harmonized","ssp2","rcp45","noresm",2065,-1081712.41560347,-58194997.7535778,-22357950.9995595,-4627955.2652362,-89166.4873196719,-12437335.9640764
"444","harmonized","ssp2","rcp45","noresm",2070,-1191775.46418734,-63058052.9434931,-23463163.6346997,-5029605.94642615,-88058.8674890855,-13194313.692194
"445","harmonized","ssp2","rcp45","noresm",2075,-1311081.93472232,-68276987.7602409,-25499641.7485887,-5505013.70466842,-84706.586504266,-13843072.526679
"446","harmonized","ssp2","rcp45","noresm",2080,-1411714.39643091,-74040046.5666178,-26492926.9864915,-5946558.26175873,-83209.8798107022,-14554549.2987913
"447","harmonized","ssp2","rcp45","noresm",2085,-1507227.20713334,-80296477.6892953,-27428252.2026028,-6431497.9385515,-82159.3344531932,-15290231.83245
"448","harmonized","ssp2","rcp45","noresm",2090,-1609755.96459255,-86769381.1421456,-29003603.1891637,-6942225.89569006,-84582.8534974296,-15971924.4377224
"449","harmonized","ssp2","rcp45","noresm",2095,-1717229.3096798,-94536060.102584,-30117425.1971665,-7275917.29868336,-88002.9535347193,-16539039.3499691
"450","harmonized","ssp2","rcp45","noresm",2100,-1816944.55968654,-105940696.030508,-31372389.3382436,-7600084.07502978,-94644.9503581725,-16971900.8536786
"451","harmonized","ssp2","rcp60","gfdl",2015,-188455.480057057,-14503294.7079085,-8630822.32568597,-1182225.40957073,-226735.683939272,-5133475.89324656
"452","harmonized","ssp2","rcp60","gfdl",2020,-232033.661754948,-18778938.2665067,-9821327.4455746,-1526419.47614253,-186421.267956151,-6049075.35725835
"453","harmonized","ssp2","rcp60","gfdl",2025,-316244.941798916,-23178487.9844175,-11261036.6207004,-1896075.22639228,-195339.928759377,-6665892.39749471
"454","harmonized","ssp2","rcp60","gfdl",2030,-376016.13636756,-27432874.2794924,-12781688.2327057,-2251624.6667125,-194592.305470926,-7194444.94637755
"455","harmonized","ssp2","rcp60","gfdl",2035,-468069.613872535,-31719610.6041627,-14141500.6729046,-2605269.06324201,-161878.866875845,-7797753.40509582
"456","harmonized","ssp2","rcp60","gfdl",2040,-551561.508069952,-36151546.1477948,-15128717.4885532,-2952701.7594364,-129029.132223862,-8616550.17900085
"457","harmonized","ssp2","rcp60","gfdl",2045,-629562.366347609,-39905833.8934502,-16117389.8634324,-3314358.41203543,-118739.999089594,-9307666.11651678
"458","harmonized","ssp2","rcp60","gfdl",2050,-704474.475351037,-43333544.5808694,-17101385.6264,-3641162.08073013,-111195.778581439,-9859811.71934694
"459","harmonized","ssp2","rcp60","gfdl",2055,-823686.904188817,-47588373.2327856,-18270940.2304451,-4041307.57502763,-102188.031626247,-10777502.4228665
"460","harmonized","ssp2","rcp60","gfdl",2060,-951647.507525844,-52036615.6151002,-19995915.7693484,-4429978.12761338,-87255.3680876049,-11674188.9322153
"461","harmonized","ssp2","rcp60","gfdl",2065,-1096363.88098888,-56600778.797167,-21127233.5982799,-4927951.28779373,-84784.9365708358,-12642226.3423151
"462","harmonized","ssp2","rcp60","gfdl",2070,-1243612.46267778,-60963239.5559776,-22544204.669518,-5394640.21366437,-73496.4988662659,-13415102.8942216
"463","harmonized","ssp2","rcp60","gfdl",2075,-1351085.25873468,-66520759.1311922,-23647456.0321843,-5853694.96232373,-70848.3557446251,-14290388.7616797
"464","harmonized","ssp2","rcp60","gfdl",2080,-1469837.70361564,-71844441.2747085,-25067488.2408893,-6332919.00049401,-67780.5509162822,-15143130.3417159
"465","harmonized","ssp2","rcp60","gfdl",2085,-1569551.66272476,-77445269.1362033,-26056362.407078,-6681334.55040682,-62830.0650255781,-16098897.9191848
"466","harmonized","ssp2","rcp60","gfdl",2090,-1680970.40620828,-83181101.2315425,-27448509.2338099,-7116351.84995173,-58273.8462329648,-17011286.3879604
"467","harmonized","ssp2","rcp60","gfdl",2095,-1789139.18991466,-89473390.4225967,-28661364.3273454,-7480366.87101022,-54297.8623077187,-17874210.955168
"468","harmonized","ssp2","rcp60","gfdl",2100,-1904711.11904877,-96109598.5504907,-30114386.6341941,-7868284.18174107,-48741.4374443629,-19040969.0947769
"469","harmonized","ssp2","rcp60","hadgem",2015,-183313.231156156,-14866396.1914148,-8500937.64698404,-1141571.17789825,-302126.979702143,-5121910.95654932
"470","harmonized","ssp2","rcp60","hadgem",2020,-239201.543001001,-18952033.5443263,-9796964.10861581,-1479251.15420806,-303840.921713402,-6008172.68363492
"471","harmonized","ssp2","rcp60","hadgem",2025,-308491.662975911,-22865501.6445336,-11139903.3298383,-1895409.83640194,-269720.336857674,-6872700.87232106
"472","harmonized","ssp2","rcp60","hadgem",2030,-378630.166082441,-26469878.1148175,-12510446.9102363,-2268440.83459483,-227317.470730542,-7537992.77560544
"473","harmonized","ssp2","rcp60","hadgem",2035,-465258.163271495,-31034879.0964141,-13944946.3952076,-2608563.80778431,-173397.012045854,-8449925.09466813
"474","harmonized","ssp2","rcp60","hadgem",2040,-541434.454228018,-35326107.2737246,-15110587.0856743,-2935132.10250003,-132592.408923387,-9078208.29277623
"475","harmonized","ssp2","rcp60","hadgem",2045,-634503.012170125,-39782248.5664237,-16271613.4943186,-3295834.70952931,-107802.435346491,-9716349.88961258
"476","harmonized","ssp2","rcp60","hadgem",2050,-718639.536862081,-43722743.8766261,-17370521.7173406,-3623521.68358494,-88779.2241978366,-10238634.2714454
"477","harmonized","ssp2","rcp60","hadgem",2055,-821687.68870012,-48372720.2609693,-18713903.1406979,-4029748.53561166,-87966.9168051147,-11269246.3715081
"478","harmonized","ssp2","rcp60","hadgem",2060,-951130.340021196,-53302341.8692684,-20271238.4781336,-4467288.99366308,-88242.647541664,-12314575.929629
"479","harmonized","ssp2","rcp60","hadgem",2065,-1084333.93624257,-58008876.5819182,-21831113.7639727,-4885255.24655809,-86676.7976849921,-13209644.6863793
"480","harmonized","ssp2","rcp60","hadgem",2070,-1226970.71355079,-62836960.6363413,-23091775.0034782,-5330216.8541339,-82292.7923337999,-14282768.1918857
"481","harmonized","ssp2","rcp60","hadgem",2075,-1361874.76158433,-69147398.3995916,-24440731.017745,-5834195.74639149,-79980.8582409806,-15295143.2214558
"482","harmonized","ssp2","rcp60","hadgem",2080,-1466084.93856861,-75094865.6789252,-25655275.4287103,-6283940.52951424,-74968.5106742065,-16223099.6014023
"483","harmonized","ssp2","rcp60","hadgem",2085,-1589864.13071293,-80437810.8245857,-27024795.3161155,-6705814.22019338,-70330.1025970675,-16818984.1401479
"484","harmonized","ssp2","rcp60","hadgem",2090,-1700243.79009961,-86620244.9753111,-28413394.6826207,-7102900.02064799,-66886.6302401495,-17810621.3234645
"485","harmonized","ssp2","rcp60","hadgem",2095,-1833352.34094319,-93358345.139145,-29849060.1013128,-7512602.0430198,-62018.952211473,-18905559.1079451
"486","harmonized","ssp2","rcp60","hadgem",2100,-1966974.85079688,-100070973.086459,-31374554.9720924,-8032072.27100816,-59690.3090930861,-19828389.3720284
"487","harmonized","ssp2","rcp60","ipsl",2015,-184113.341224171,-15025467.6283163,-8607113.38220472,-1119295.04411385,-277646.129504957,-5011152.78044356
"488","harmonized","ssp2","rcp60","ipsl",2020,-249087.398599459,-19216554.0864155,-9791884.44516836,-1497520.57237961,-223669.64913965,-5940043.90908907
"489","harmonized","ssp2","rcp60","ipsl",2025,-324875.888926051,-23665051.9603714,-11222161.489329,-1845150.86910085,-206839.206250455,-6660897.35795657
"490","harmonized","ssp2","rcp60","ipsl",2030,-395471.184467725,-27999765.7050987,-12464191.7463081,-2217538.16201743,-184230.50906085,-7318569.94586782
"491","harmonized","ssp2","rcp60","ipsl",2035,-489944.9427766,-32312397.1187234,-14035783.7252942,-2557820.28541831,-146761.584557986,-8077796.23359716
"492","harmonized","ssp2","rcp60","ipsl",2040,-589183.194336048,-36601009.9488252,-15349251.430356,-2928066.16552512,-116079.497060698,-8817698.76178955
"493","harmonized","ssp2","rcp60","ipsl",2045,-684493.834298626,-40687823.8887877,-16452747.3692514,-3303468.90955088,-99927.6597938901,-9489740.44333185
"494","harmonized","ssp2","rcp60","ipsl",2050,-759879.52219651,-44304906.5753511,-17544318.5016523,-3635056.79563654,-91012.7383001243,-10317001.4581534
"495","harmonized","ssp2","rcp60","ipsl",2055,-858341.448368459,-48874651.4502499,-18809414.5548466,-4061368.43830888,-85970.4609432664,-11463900.2418946
"496","harmonized","ssp2","rcp60","ipsl",2060,-961490.753088279,-53668537.1791811,-20300265.4621086,-4463419.10378224,-88034.7062001237,-12214176.7500875
"497","harmonized","ssp2","rcp60","ipsl",2065,-1089151.32709616,-58548558.3035872,-21904564.4606984,-4962111.86231081,-88412.1013789797,-13235388.8898549
"498","harmonized","ssp2","rcp60","ipsl",2070,-1199483.77653665,-63532396.5315207,-23377445.1839125,-5500157.04179087,-88328.3945654294,-14180889.0628384
"499","harmonized","ssp2","rcp60","ipsl",2075,-1298671.5336679,-68235888.3019841,-24849378.9366148,-6006906.14999425,-87815.6777202105,-15042761.4711301
"500","harmonized","ssp2","rcp60","ipsl",2080,-1406166.19835501,-73565730.9362686,-26909828.6254033,-6348399.68465155,-79030.9624681324,-16068782.9342149
"501","harmonized","ssp2","rcp60","ipsl",2085,-1530675.49104404,-79956130.1689762,-28222557.7554051,-6765504.2711659,-74768.225180805,-16888832.5572957
"502","harmonized","ssp2","rcp60","ipsl",2090,-1669424.51496182,-85666096.2014203,-30121251.9876035,-7236545.79886448,-69523.7197303626,-17919420.2641052
"503","harmonized","ssp2","rcp60","ipsl",2095,-1791575.85324826,-91707857.4451864,-31593136.5157092,-7719009.54850356,-63907.0621425104,-19102633.6843412
"504","harmonized","ssp2","rcp60","ipsl",2100,-1921608.92082527,-98403976.316561,-33138776.1322574,-8006238.01673669,-59525.0332742202,-20157191.6122327
"505","harmonized","ssp2","rcp60","miroc",2015,-161621.37874316,-14458825.1954904,-8436327.46638981,-1145981.37425545,-242043.029382541,-5255236.19114797
"506","harmonized","ssp2","rcp60","miroc",2020,-225305.310913365,-18666385.0041318,-9728538.38553698,-1487152.12068822,-235478.346388098,-5934345.82208573
"507","harmonized","ssp2","rcp60","miroc",2025,-296404.08096737,-23067810.1875696,-11130197.5694658,-1848687.66217509,-227685.934489432,-6508289.1917344
"508","harmonized","ssp2","rcp60","miroc",2030,-375987.360641589,-27311718.1093994,-12968956.8207943,-2201359.4640854,-219797.198208965,-7121439.31703843
"509","harmonized","ssp2","rcp60","miroc",2035,-466337.49676944,-31948287.1852892,-13828568.1454729,-2566292.29276648,-196142.910131825,-7777835.85260654
"510","harmonized","ssp2","rcp60","miroc",2040,-527881.293525636,-36616738.6408705,-15017080.1481356,-2902166.58583498,-155149.0468488,-8440706.48148615
"511","harmonized","ssp2","rcp60","miroc",2045,-611908.301448065,-41429533.2371423,-16268702.2149346,-3197909.77791708,-121083.101598225,-9239341.58695128
"512","harmonized","ssp2","rcp60","miroc",2050,-702242.961871156,-45681395.7736887,-17403966.9442818,-3551495.91158826,-114677.627264158,-9897947.01275334
"513","harmonized","ssp2","rcp60","miroc",2055,-797859.930691401,-51157640.4409866,-18560011.1045177,-3850030.65041175,-105936.461502074,-11012481.0461049
"514","harmonized","ssp2","rcp60","miroc",2060,-906819.85622473,-56514110.9839119,-19749536.4207746,-4141889.07936561,-102299.98876099,-11868959.5657756
"515","harmonized","ssp2","rcp60","miroc",2065,-1032329.67448719,-62000461.9583708,-21502922.7858973,-4562798.80371167,-92961.9307070333,-12808267.4262099
"516","harmonized","ssp2","rcp60","miroc",2070,-1162072.02272419,-67267130.8993684,-22778238.4334731,-4924432.72910648,-86194.4223192989,-13775511.1621669
"517","harmonized","ssp2","rcp60","miroc",2075,-1275429.16370534,-73228847.6040498,-24266676.4573646,-5161453.71249586,-82064.5199295313,-14672020.195417
"518","harmonized","ssp2","rcp60","miroc",2080,-1379197.46070771,-79049320.5870423,-26037649.8318138,-5404426.77931432,-78687.8881727822,-15331167.3604289
"519","harmonized","ssp2","rcp60","miroc",2085,-1494666.90275076,-85036732.1587986,-27960403.1018591,-5842654.65633804,-71422.0169683187,-16294533.7799991
"520","harmonized","ssp2","rcp60","miroc",2090,-1623948.74404293,-91689497.1168784,-29811520.1657667,-6399563.95544591,-67514.4403945747,-17324488.9094689
"521","harmonized","ssp2","rcp60","miroc",2095,-1760365.95263605,-98671258.3831331,-31382137.7663705,-6766649.86346309,-64581.6907285874,-18356416.9479639
"522","harmonized","ssp2","rcp60","miroc",2100,-1884058.36778644,-105412260.448238,-32799523.2476196,-7167740.99362471,-58138.8446427535,-19448617.0427749
"523","harmonized","ssp2","rcp60","noresm",2015,-174713.952370527,-14638371.7165164,-8461906.79749805,-1127211.46918702,-270410.092621189,-5324721.54419603
"524","harmonized","ssp2","rcp60","noresm",2020,-223067.909884972,-18816461.7832741,-9823109.912223,-1414942.73107163,-263778.965116025,-6135555.62910209
"525","harmonized","ssp2","rcp60","noresm",2025,-289387.025569543,-22974192.463811,-11181276.2341148,-1749452.19752603,-205863.844787483,-6928457.83757272
"526","harmonized","ssp2","rcp60","noresm",2030,-355301.897133589,-27032055.2558018,-12414594.1177231,-2107956.44990003,-162535.072133601,-7630603.69288931
"527","harmonized","ssp2","rcp60","noresm",2035,-435547.790084247,-31114266.8635074,-13839260.2164143,-2499058.60636107,-144388.170522321,-8475783.89285761
"528","harmonized","ssp2","rcp60","noresm",2040,-517273.867565003,-35479874.2859727,-15201066.0058008,-2855083.82723645,-123063.876824185,-9219160.28129625
"529","harmonized","ssp2","rcp60","noresm",2045,-590060.607184955,-39825920.9991746,-16070719.9252772,-3223454.36056016,-111784.768808204,-9829866.03144962
"530","harmonized","ssp2","rcp60","noresm",2050,-682006.352024088,-43450204.2862004,-17088607.5333504,-3591762.48252796,-99696.3281856365,-10455416.5990649
"531","harmonized","ssp2","rcp60","noresm",2055,-784008.602192487,-48071067.6935971,-18439900.4890468,-3980267.15789453,-96296.4720080934,-11370595.2681089
"532","harmonized","ssp2","rcp60","noresm",2060,-910922.968631229,-52047137.4089636,-19874432.7297917,-4375439.74251803,-92967.8615665244,-12153992.3236219
"533","harmonized","ssp2","rcp60","noresm",2065,-1040361.63751761,-56744786.6438186,-21008026.1833227,-4753754.42854848,-89444.448528813,-12949319.9244969
"534","harmonized","ssp2","rcp60","noresm",2070,-1170705.13214152,-61471243.4045993,-22336992.6299286,-5135469.7293777,-83788.3305889483,-13750946.4931789
"535","harmonized","ssp2","rcp60","noresm",2075,-1274074.14751146,-66495620.1062112,-23696266.6386801,-5542210.00140364,-79334.654448891,-14762657.3544142
"536","harmonized","ssp2","rcp60","noresm",2080,-1360002.25038969,-71639360.1065609,-24795141.7021848,-5933689.08926805,-75209.6807744101,-15629759.1009277
"537","harmonized","ssp2","rcp60","noresm",2085,-1460446.26337789,-77591444.0123293,-26034747.1262084,-6386417.27922513,-71498.9286337819,-16446636.9271682
"538","harmonized","ssp2","rcp60","noresm",2090,-1566201.29149199,-84054944.1816638,-27800627.3233761,-6836003.93876817,-63659.4602527854,-17303068.163799
"539","harmonized","ssp2","rcp60","noresm",2095,-1658225.70539235,-91357372.3061808,-29036366.2737189,-7158522.33412497,-56130.1447394474,-18553571.9954964
"540","harmonized","ssp2","rcp60","noresm",2100,-1758459.7232488,-98558919.9062643,-30096621.5619858,-7605169.09560278,-51818.4015641336,-19861929.3251466
"541","harmonized","ssp3","rcp45","gfdl",2015,-141579.115116535,-9706750.44524744,-7821497.03989799,-808093.15699455,-211086.560359366,-4222262.18390066
"542","harmonized","ssp3","rcp45","gfdl",2020,-181450.614831837,-12146717.9479685,-8886460.52274704,-955589.941552327,-250122.946321492,-4663612.50409254
"543","harmonized","ssp3","rcp45","gfdl",2025,-226393.021696399,-14480665.9433643,-9942269.18611086,-1130519.49938562,-220261.770697459,-5144196.06228201
"544","harmonized","ssp3","rcp45","gfdl",2030,-288583.985559013,-16709947.5982083,-10988345.8620597,-1325743.85025057,-177298.895287296,-5646877.22378903
"545","harmonized","ssp3","rcp45","gfdl",2035,-339485.074036108,-19036578.1985501,-12396781.8119159,-1569147.03191342,-139773.809704364,-6125946.99965895
"546","harmonized","ssp3","rcp45","gfdl",2040,-393867.648088373,-21878854.4793511,-13628184.408733,-1775290.20433148,-125474.564000076,-6599762.84583173
"547","harmonized","ssp3","rcp45","gfdl",2045,-459745.553458812,-24402752.0313063,-14504445.4975504,-1928100.53537345,-112729.283837348,-7072627.37959832
"548","harmonized","ssp3","rcp45","gfdl",2050,-536733.134979947,-26626577.7765614,-15633835.5943004,-2087468.49296912,-106269.425643046,-7601232.09827712
"549","harmonized","ssp3","rcp45","gfdl",2055,-629731.609835559,-28462363.9534775,-17036181.6904316,-2271384.93624826,-97016.2054581992,-8088097.02270797
"550","harmonized","ssp3","rcp45","gfdl",2060,-716532.629478175,-30682328.3992566,-18336287.7862068,-2450866.32022869,-86767.554820516,-8591891.73246041
"551","harmonized","ssp3","rcp45","gfdl",2065,-823003.60092739,-33095546.9062014,-19584404.8598539,-2661873.23941317,-76021.3877374182,-9225221.9135143
"552","harmonized","ssp3","rcp45","gfdl",2070,-904684.365072679,-36024601.751089,-20447361.4543471,-2831593.9962321,-74319.9173295098,-9724242.30130986
"553","harmonized","ssp3","rcp45","gfdl",2075,-969285.162402563,-39359374.0711897,-21754776.4733755,-2959979.4174091,-74700.3831017706,-9924704.62742651
"554","harmonized","ssp3","rcp45","gfdl",2080,-1067028.20598172,-42284700.5010242,-22843268.112018,-3105174.96405008,-72817.6783481716,-10383126.389222
"555","harmonized","ssp3","rcp45","gfdl",2085,-1173734.20302544,-45202367.4286815,-24180665.5454377,-3326764.07903224,-69395.531582267,-11053781.4858916
"556","harmonized","ssp3","rcp45","gfdl",2090,-1295091.8384751,-48159015.0256546,-25827373.5833194,-3601151.94251172,-65258.664246266,-11638171.7840514
"557","harmonized","ssp3","rcp45","gfdl",2095,-1395376.20816652,-50865250.0909226,-27645285.9463268,-3797893.06813064,-60726.672446103,-12337941.838565
"558","harmonized","ssp3","rcp45","gfdl",2100,-1545204.00432711,-53722451.7090251,-29783368.7402161,-4027260.46379775,-57464.1536571828,-13024368.4863124
"559","harmonized","ssp3","rcp45","hadgem",2015,-115677.230597821,-9476026.78940732,-7456729.55814297,-843651.462336546,-132848.687116933,-4307672.06254206
"560","harmonized","ssp3","rcp45","hadgem",2020,-128459.704448845,-11891206.204368,-8512583.10524101,-1011893.44464934,-108390.255483513,-4855289.13882295
"561","harmonized","ssp3","rcp45","hadgem",2025,-172676.131082599,-14564280.9158647,-9602288.40986022,-1211928.90336451,-143741.946215158,-5376513.95158136
"562","harmonized","ssp3","rcp45","hadgem",2030,-221515.222004843,-17020153.4228512,-10752623.0037412,-1397320.71913728,-150906.360163123,-5922410.75041053
"563","harmonized","ssp3","rcp45","hadgem",2035,-283567.406024613,-19517730.1309711,-12132153.5394781,-1621099.0836451,-131102.617662687,-6547872.35479987
"564","harmonized","ssp3","rcp45","hadgem",2040,-353990.781479176,-23566404.5302593,-13353669.7618624,-1826185.57592768,-119057.564046418,-7080092.49762771
"565","harmonized","ssp3","rcp45","hadgem",2045,-435070.434098747,-26754590.2963987,-14547257.0558868,-1971567.64139352,-114012.147272797,-7690482.77079816
"566","harmonized","ssp3","rcp45","hadgem",2050,-507816.946341067,-29334141.9897578,-15869000.0478152,-2153485.79160387,-108316.025373466,-8220137.5702799
"567","harmonized","ssp3","rcp45","hadgem",2055,-604470.167537242,-31590587.8716018,-17437237.2164466,-2342467.30292533,-94215.4086959321,-8796740.63729392
"568","harmonized","ssp3","rcp45","hadgem",2060,-702230.715647776,-34107198.7456821,-18975929.0690538,-2525843.1512611,-81025.8044532933,-9339946.42146245
"569","harmonized","ssp3","rcp45","hadgem",2065,-802781.389000847,-36230640.3913004,-20767013.3905374,-2732217.79236441,-72063.3308705355,-9953140.70375173
"570","harmonized","ssp3","rcp45","hadgem",2070,-888405.496873831,-39171871.829248,-22103057.6442512,-2929356.09318122,-68175.8940068729,-10437729.8169914
"571","harmonized","ssp3","rcp45","hadgem",2075,-961745.703181062,-41969510.6471704,-23233893.8324922,-3105621.97953005,-67115.2190414867,-10716328.5123601
"572","harmonized","ssp3","rcp45","hadgem",2080,-1065348.09125524,-45535225.1631726,-24841165.4438338,-3264895.34048216,-62412.4797117537,-11268554.6997588
"573","harmonized","ssp3","rcp45","hadgem",2085,-1166286.05290101,-48556674.0224461,-26367198.2560613,-3456862.41585548,-56548.8183917638,-11975287.9278846
"574","harmonized","ssp3","rcp45","hadgem",2090,-1280357.58580589,-51508219.7263808,-28161341.6874391,-3696887.40868321,-50224.2227838106,-12756860.0378816
"575","harmonized","ssp3","rcp45","hadgem",2095,-1394535.33554251,-54922827.1214803,-30000828.3948922,-3885657.54961341,-43922.4063657114,-13548722.0534059
"576","harmonized","ssp3","rcp45","hadgem",2100,-1513099.58379605,-58377696.6590323,-32066657.8316526,-4207297.79106442,-39241.0803730057,-14163645.7695509
"577","harmonized","ssp3","rcp45","ipsl",2015,-136486.159488295,-9854955.90647538,-7637416.2632645,-812189.178597091,-231745.273898248,-4376157.4973419
"578","harmonized","ssp3","rcp45","ipsl",2020,-185976.448594192,-12683329.9012403,-8682774.89483682,-961199.332397983,-185562.280243721,-4962332.24763007
"579","harmonized","ssp3","rcp45","ipsl",2025,-217993.299251298,-15106946.8014071,-9863489.0856295,-1127224.22301799,-178481.745372058,-5509105.61528085
"580","harmonized","ssp3","rcp45","ipsl",2030,-265070.051487873,-17552429.0346696,-10924669.4439374,-1300721.51822209,-151181.941249777,-6050997.61062301
"581","harmonized","ssp3","rcp45","ipsl",2035,-338502.349794192,-20456269.7649102,-12130376.0353964,-1539871.37983975,-133748.263589964,-6775963.96568697
"582","harmonized","ssp3","rcp45","ipsl",2040,-404846.177797944,-23315623.7187022,-13241675.5809019,-1742572.11577427,-108153.575952301,-7290495.35203138
"583","harmonized","ssp3","rcp45","ipsl",2045,-475760.002668882,-26029751.5042584,-14609720.0287639,-1873463.66764908,-100905.898319856,-7865748.62659227
"584","harmonized","ssp3","rcp45","ipsl",2050,-535882.202929519,-28235372.4746982,-15814256.6553882,-2099212.0499978,-97646.2813650127,-8384836.71069256
"585","harmonized","ssp3","rcp45","ipsl",2055,-622930.490527713,-30662024.0521057,-16905880.6978057,-2274863.84046284,-89552.1136995511,-8912398.2182113
"586","harmonized","ssp3","rcp45","ipsl",2060,-723882.457933958,-33093146.6136761,-18782060.1975683,-2506748.54756606,-75913.6003579041,-9608890.18889435
"587","harmonized","ssp3","rcp45","ipsl",2065,-820226.207493525,-35097904.1459431,-20226913.6190119,-2678203.14542894,-63051.2715892982,-10246342.7451135
"588","harmonized","ssp3","rcp45","ipsl",2070,-907327.628317419,-37505089.8753817,-21721884.8983354,-2816062.87585837,-58260.271305091,-10731326.810672
"589","harmonized","ssp3","rcp45","ipsl",2075,-988482.795214259,-40356105.5818087,-22986778.8198844,-2922579.72623173,-60366.4401745221,-11122133.2513432
"590","harmonized","ssp3","rcp45","ipsl",2080,-1083121.76937405,-43339737.5093628,-24646930.3301835,-3051281.65321804,-57705.6067666956,-11601812.0688383
"591","harmonized","ssp3","rcp45","ipsl",2085,-1194397.96285625,-46537463.8063093,-26023877.9943654,-3249834.45863808,-54898.0343196948,-12290175.3226639
"592","harmonized","ssp3","rcp45","ipsl",2090,-1298642.32561581,-49765963.2124211,-27727518.3105238,-3460253.90940621,-50806.8886408388,-12888050.3194229
"593","harmonized","ssp3","rcp45","ipsl",2095,-1416715.89532209,-52783468.7181578,-29911136.3931789,-3694847.88582167,-48116.6678456513,-13486129.0944814
"594","harmonized","ssp3","rcp45","ipsl",2100,-1552199.4676207,-55997607.1280684,-31987903.4020961,-3900080.12891582,-43359.1504410934,-14177570.1082985
"595","harmonized","ssp3","rcp45","miroc",2015,-119768.768422736,-10127065.543583,-7371160.79217635,-818609.61386604,-166444.280320181,-4374709.34249721
"596","harmonized","ssp3","rcp45","miroc",2020,-164757.321723204,-13078231.4559107,-8375485.51962998,-1008591.87251753,-200743.65898913,-5102238.71284844
"597","harmonized","ssp3","rcp45","miroc",2025,-205257.465441404,-15648569.6495465,-9598147.87259605,-1210602.77075677,-187087.373526127,-5632845.36061533
"598","harmonized","ssp3","rcp45","miroc",2030,-244834.083262052,-17932977.6201439,-10658116.7512099,-1412458.80058101,-172666.709297314,-6084945.28219165
"599","harmonized","ssp3","rcp45","miroc",2035,-327226.076400925,-21004864.7328794,-12140910.2747743,-1662284.66340762,-159925.234365434,-6640699.29847162
"600","harmonized","ssp3","rcp45","miroc",2040,-393411.798617713,-24117337.073016,-13416068.8512189,-1850509.56279969,-128464.000510909,-7108005.2781143
"601","harmonized","ssp3","rcp45","miroc",2045,-463810.585732585,-26860388.5683479,-14936361.8334386,-2033100.83617662,-116229.656448625,-7607333.99453101
"602","harmonized","ssp3","rcp45","miroc",2050,-546371.424371201,-29281681.8600284,-16442559.5890237,-2220481.94035014,-102199.764712075,-7979081.2301086
"603","harmonized","ssp3","rcp45","miroc",2055,-633443.134109665,-31935005.3582731,-17953688.4841098,-2376683.7095971,-96318.492862849,-8550326.01018323
"604","harmonized","ssp3","rcp45","miroc",2060,-730482.474694066,-34749786.2753535,-19737263.3854071,-2562003.91664011,-76740.9321379344,-8987524.15390339
"605","harmonized","ssp3","rcp45","miroc",2065,-816419.660046095,-37383216.6946503,-21473622.1445906,-2700212.55159088,-66415.3824944418,-9516592.42674721
"606","harmonized","ssp3","rcp45","miroc",2070,-919887.070431365,-39939342.7186263,-22669859.7969634,-2896738.40019549,-61647.7003933427,-10097164.8784746
"607","harmonized","ssp3","rcp45","miroc",2075,-1000415.49823549,-43264730.9835009,-23896729.9181326,-3025725.90285863,-61077.594409475,-10401736.3514051
"608","harmonized","ssp3","rcp45","miroc",2080,-1094026.29844474,-46729662.1362306,-25722523.6983343,-3085145.69130573,-57087.8497605439,-11058300.2671357
"609","harmonized","ssp3","rcp45","miroc",2085,-1209077.84924463,-49646034.4950578,-27259311.2395931,-3303823.29916666,-52050.2078250174,-11830210.108419
"610","harmonized","ssp3","rcp45","miroc",2090,-1320592.53931146,-52596108.3458707,-29144368.5698271,-3535464.77857668,-48317.3655193802,-12436440.5736415
"611","harmonized","ssp3","rcp45","miroc",2095,-1450703.54049993,-55972012.8695181,-30823841.3910124,-3804347.10702537,-44991.5134708164,-13205102.3845772
"612","harmonized","ssp3","rcp45","miroc",2100,-1596598.14489677,-59439563.7849396,-33261856.0915988,-4023384.59529259,-42187.663132445,-13928727.2764425
"613","harmonized","ssp3","rcp45","noresm",2015,-141041.602018677,-9947700.04523205,-7330151.92352455,-774657.969569051,-184721.821608749,-4283094.64271085
"614","harmonized","ssp3","rcp45","noresm",2020,-169464.462493635,-12517587.5542554,-8501257.69138503,-920598.041312928,-194838.310912523,-4963075.78546901
"615","harmonized","ssp3","rcp45","noresm",2025,-210776.181274631,-14792858.6600219,-9532845.59824255,-1089413.31543289,-182163.002564292,-5449812.87124169
"616","harmonized","ssp3","rcp45","noresm",2030,-253151.98440316,-17213319.4092802,-10508248.3652421,-1262439.74498055,-165970.305843895,-5908059.6019159
"617","harmonized","ssp3","rcp45","noresm",2035,-320808.928775863,-19781749.6511674,-11896338.0153537,-1474098.19782147,-134832.009685244,-6448700.96754207
"618","harmonized","ssp3","rcp45","noresm",2040,-386090.719297249,-22374908.6201556,-13268164.8715067,-1675457.51160288,-108876.873609978,-6930780.05075149
"619","harmonized","ssp3","rcp45","noresm",2045,-448245.778775896,-25234117.9210475,-14277617.6632417,-1831166.54231761,-100511.157735783,-7466848.31602601
