"","Source","SSP","RCP","GCM","Year2","cCotton.sum","cCorn.sum","cRice.sum","cSoybean.sum","cSugar.sum","cWheat.sum"
"2111","Non-harmonized","ssp4","rcp26","ipsl",2035,-324704.294074999,-16707771.0511238,-13964540.5639946,-1353685.25592832,-177122.086144324,-5278766.22419093
"2112","Non-harmonized","ssp4","rcp26","ipsl",2040,-441459.803919022,-21125512.7478275,-15089327.8540097,-1659486.43461601,-164656.521081716,-6051376.48575584
"2113","Non-harmonized","ssp4","rcp26","ipsl",2045,-540499.370776033,-25014531.8099261,-15799707.5398278,-1927057.66017619,-161274.47947844,-6541512.18468639
"2114","Non-harmonized","ssp4","rcp26","ipsl",2050,-639021.5229663,-27833903.2342751,-16263574.1565729,-2092947.7969613,-147552.961136648,-6922153.61727668
"2115","Non-harmonized","ssp4","rcp26","ipsl",2055,-736159.643850517,-31191011.9133642,-17221819.1457403,-2269604.02360635,-133101.647087089,-7524522.76856458
"2116","Non-harmonized","ssp4","rcp26","ipsl",2060,-807545.758430119,-34439810.4887948,-18021828.1280441,-2465899.27858359,-119425.736339331,-8167840.97031181
"2117","Non-harmonized","ssp4","rcp26","ipsl",2065,-865790.32690755,-37056607.9542857,-18811278.3509993,-2591623.01254543,-110309.868608827,-8605322.56947951
"2118","Non-harmonized","ssp4","rcp26","ipsl",2070,-945451.816808364,-39299525.4217746,-19882309.6448206,-2777469.86506538,-102435.219085359,-9386430.73431466
"2119","Non-harmonized","ssp4","rcp26","ipsl",2075,-1010071.61588176,-39538245.3004944,-20574657.4607516,-2998781.68033522,-96802.378167236,-9968679.08697115
"2120","Non-harmonized","ssp4","rcp26","ipsl",2080,-1066380.35213848,-38321605.1143414,-21312522.3680857,-3205650.52402661,-95226.887854664,-10407953.8721584
"2121","Non-harmonized","ssp4","rcp26","ipsl",2085,-1122267.04164154,-36022483.7842099,-21745927.7645232,-3425354.22330714,-97732.7574787083,-10767307.5569952
"2122","Non-harmonized","ssp4","rcp26","ipsl",2090,-1138308.6980476,-33744999.3649803,-22176861.6166573,-3570787.93129047,-98170.6290940116,-10945082.1617161
"2123","Non-harmonized","ssp4","rcp26","ipsl",2095,-1167811.81800217,-31500358.7787736,-22462047.9164231,-3756973.19776648,-96451.9972968551,-10672147.7316581
"2124","Non-harmonized","ssp4","rcp26","ipsl",2100,-1153206.00626834,-30418848.0208547,-22596583.5892423,-3882789.57550492,-96365.2134861286,-10383155.34455
"2125","Non-harmonized","ssp4","rcp26","miroc",2015,128938.859841501,-507474.638988769,-8782421.90278711,-169657.439591104,-333948.42177216,-2223281.92061253
"2126","Non-harmonized","ssp4","rcp26","miroc",2020,78166.733608451,-3841628.16286039,-10303918.816073,-416302.244506364,-255189.960261755,-2853073.13173587
"2127","Non-harmonized","ssp4","rcp26","miroc",2025,1236.33038619045,-8230286.14156992,-11660796.268337,-722015.001660048,-227639.673799656,-3471640.26018707
"2128","Non-harmonized","ssp4","rcp26","miroc",2030,-130120.327352348,-12783745.6040623,-13019961.3912624,-1005771.67260556,-189542.709542871,-4040147.93619665
"2129","Non-harmonized","ssp4","rcp26","miroc",2035,-277665.110122072,-17608836.0798204,-14462971.8692649,-1336077.91947648,-180910.713677678,-4872968.99194943
"2130","Non-harmonized","ssp4","rcp26","miroc",2040,-392704.015085682,-22172378.021629,-15093699.3375889,-1648862.04874462,-172003.115604303,-5742207.9988733
"2131","Non-harmonized","ssp4","rcp26","miroc",2045,-509752.243104605,-25827262.6788236,-15843844.1005757,-1941215.34501066,-146357.581624959,-6404263.50930484
"2132","Non-harmonized","ssp4","rcp26","miroc",2050,-632801.804843837,-28868360.7245355,-16587763.4494131,-2116466.14026955,-133005.641556502,-6925835.569379
"2133","Non-harmonized","ssp4","rcp26","miroc",2055,-738110.540222874,-31969678.9096135,-17323938.8996764,-2289321.6883541,-122220.506557399,-7488700.52621908
"2134","Non-harmonized","ssp4","rcp26","miroc",2060,-799005.446221081,-35307710.2194897,-17961826.1036503,-2466530.58707404,-109503.833627349,-7894038.34533978
"2135","Non-harmonized","ssp4","rcp26","miroc",2065,-856830.929664961,-37964172.6346102,-19160840.0251957,-2599100.42062738,-92711.1441259039,-8395598.40752604
"2136","Non-harmonized","ssp4","rcp26","miroc",2070,-937676.707237394,-40138871.8849721,-20249574.1167792,-2752396.41149895,-84426.313593977,-9091664.37689192
"2137","Non-harmonized","ssp4","rcp26","miroc",2075,-1021858.59478308,-40258042.519183,-21423824.0490631,-2968891.51999597,-78611.6911324464,-9539194.12831559
"2138","Non-harmonized","ssp4","rcp26","miroc",2080,-1088293.05104006,-38697844.9359895,-22076323.0637866,-3148928.88028793,-74319.2350211941,-10040078.3367788
"2139","Non-harmonized","ssp4","rcp26","miroc",2085,-1072647.00977784,-37052599.6774203,-22907855.4567302,-3402925.74767009,-70929.8098972615,-10625697.8552804
"2140","Non-harmonized","ssp4","rcp26","miroc",2090,-1142854.28019617,-35668607.4815581,-23636364.722,-3618605.85919326,-69811.8171477272,-10883861.6927859
"2141","Non-harmonized","ssp4","rcp26","miroc",2095,-1157918.55329051,-34396132.4517278,-23547920.6582045,-3813656.21774371,-70190.5345849482,-10860578.3508237
"2142","Non-harmonized","ssp4","rcp26","miroc",2100,-1168232.47393651,-32999413.7837575,-24169953.9406426,-4001285.86299975,-67154.6974302667,-10717022.6403773
"2143","Non-harmonized","ssp4","rcp26","noresm",2015,118679.254841609,298373.663644505,-8459459.65549845,-127253.283603085,-207935.022703396,-2098873.4850343
"2144","Non-harmonized","ssp4","rcp26","noresm",2020,54826.5713921768,-3167380.23756245,-10163523.3063807,-389484.333216058,-211755.548881008,-3054179.3383319
"2145","Non-harmonized","ssp4","rcp26","noresm",2025,-35025.8278781263,-7216533.26065212,-11443048.5781298,-643784.359614525,-197974.315600356,-3656104.31180193
"2146","Non-harmonized","ssp4","rcp26","noresm",2030,-170372.823999639,-11587206.5074559,-12760968.8112735,-949028.443621874,-211638.69537707,-4350900.26522476
"2147","Non-harmonized","ssp4","rcp26","noresm",2035,-294188.099561016,-15848832.9766866,-14181146.5576957,-1253206.65152835,-156450.206412473,-5134949.42761717
"2148","Non-harmonized","ssp4","rcp26","noresm",2040,-418902.242395121,-19836928.8255209,-15068883.003544,-1578581.01520388,-152508.730877679,-5894641.38256907
"2149","Non-harmonized","ssp4","rcp26","noresm",2045,-530401.477799347,-21544331.1875773,-16317048.1090039,-1807209.28908729,-149942.845120748,-6532608.64258878
"2150","Non-harmonized","ssp4","rcp26","noresm",2050,-630066.706948408,-24401262.8969732,-16932644.4243686,-1945460.00635787,-146345.386765383,-7029797.82369623
"2151","Non-harmonized","ssp4","rcp26","noresm",2055,-737649.479292606,-29726039.0837965,-17646978.1252441,-2148189.67064278,-139036.264382193,-7659122.68724505
"2152","Non-harmonized","ssp4","rcp26","noresm",2060,-805304.242317011,-32786547.5049716,-18570931.83394,-2274932.00618404,-118607.01991091,-8100393.91182061
"2153","Non-harmonized","ssp4","rcp26","noresm",2065,-876565.821821658,-35451150.8647174,-19646929.6544484,-2426423.75720689,-101193.923481511,-8630192.7782758
"2154","Non-harmonized","ssp4","rcp26","noresm",2070,-949986.744263996,-38025376.2036082,-20672802.0045892,-2603242.57761069,-91304.0497462275,-9207371.99246806
"2155","Non-harmonized","ssp4","rcp26","noresm",2075,-1034368.22303743,-38302981.0989263,-21495256.7928545,-2846437.81879925,-84039.2748292215,-9923676.81664444
"2156","Non-harmonized","ssp4","rcp26","noresm",2080,-1041294.94410843,-36863444.0765967,-22258797.7257543,-3051032.01799192,-79883.9940672877,-10471682.6278915
"2157","Non-harmonized","ssp4","rcp26","noresm",2085,-1081751.65650008,-35745271.0008415,-22822636.4691995,-3270834.96155822,-77474.3318435135,-10960307.3810569
"2158","Non-harmonized","ssp4","rcp26","noresm",2090,-1053166.3118583,-33095881.0225687,-23203846.3298464,-3494134.60947352,-75529.089985566,-11215855.7066033
"2159","Non-harmonized","ssp4","rcp26","noresm",2095,-1093169.1850633,-31626045.9244412,-23617039.7372361,-3717101.32539454,-74282.2164017559,-11291049.3222265
"2160","Non-harmonized","ssp4","rcp26","noresm",2100,-1126517.57511344,-29988036.9072896,-23945022.6980045,-3875368.12934182,-72400.2748722995,-11203528.5277634
"2161","Non-harmonized","ssp4","rcp45","gfdl",2015,122142.928688585,534402.947133727,-8697632.00017773,-179347.400646968,-332416.846971597,-2026519.61404904
"2162","Non-harmonized","ssp4","rcp45","gfdl",2020,53038.540840559,-3180199.04617322,-10296549.0217188,-440933.101536229,-301367.457547862,-2857126.89658485
"2163","Non-harmonized","ssp4","rcp45","gfdl",2025,-17371.0412913619,-7078407.02769164,-11703585.7761534,-698627.486108982,-231315.037136548,-3369575.14928566
"2164","Non-harmonized","ssp4","rcp45","gfdl",2030,-105727.648288516,-10792739.974424,-13024173.0411624,-954185.640868819,-153151.422891103,-3909687.48689199
"2165","Non-harmonized","ssp4","rcp45","gfdl",2035,-193712.034094951,-14314177.283579,-14520566.5562219,-1256456.05441581,-108923.452305707,-4430872.24832718
"2166","Non-harmonized","ssp4","rcp45","gfdl",2040,-298802.304403721,-18513626.3236997,-15875946.1978103,-1570961.8100303,-96422.5139164315,-5022306.93699834
"2167","Non-harmonized","ssp4","rcp45","gfdl",2045,-410208.164436429,-22749414.6381376,-16695370.7993852,-1856320.71462734,-89315.6439169811,-5693335.88479137
"2168","Non-harmonized","ssp4","rcp45","gfdl",2050,-533779.378431315,-26392769.6631193,-17697847.1491142,-2118006.68304629,-84742.6216368067,-6426258.67874152
"2169","Non-harmonized","ssp4","rcp45","gfdl",2055,-637443.176840761,-30036844.3896602,-19001750.4419283,-2409514.30694075,-80619.6000417687,-7212399.17998292
"2170","Non-harmonized","ssp4","rcp45","gfdl",2060,-740742.234124296,-34067393.4488716,-20094786.8648759,-2735162.87132227,-82059.7211297559,-7929274.89642558
"2171","Non-harmonized","ssp4","rcp45","gfdl",2065,-869716.218291897,-38303944.7974706,-20953122.5915155,-3100038.16820617,-83600.2770164324,-8871780.20187964
"2172","Non-harmonized","ssp4","rcp45","gfdl",2070,-985345.254401973,-42416044.0436898,-21551350.1204114,-3459130.44560681,-84578.0575288888,-9682172.19634014
"2173","Non-harmonized","ssp4","rcp45","gfdl",2075,-1106351.22213198,-46511149.8483371,-22681235.6272362,-3778365.26554893,-84844.8926014266,-10332692.8707266
"2174","Non-harmonized","ssp4","rcp45","gfdl",2080,-1215588.93530041,-49805037.2872348,-22637172.6467791,-3992896.53851137,-84440.8022057878,-10861145.5897077
"2175","Non-harmonized","ssp4","rcp45","gfdl",2085,-1321233.68325188,-53581761.5432158,-22743062.6422283,-4227107.21868099,-83628.3285864217,-11462770.7797492
"2176","Non-harmonized","ssp4","rcp45","gfdl",2090,-1453161.62614035,-60117473.809808,-24303811.5625804,-4727219.69100006,-86155.978481308,-12057278.2531747
"2177","Non-harmonized","ssp4","rcp45","gfdl",2095,-1573478.71222381,-65794612.3716207,-25530023.1033995,-5063711.81672839,-88302.6143460939,-12833248.9687154
"2178","Non-harmonized","ssp4","rcp45","gfdl",2100,-1710205.61243843,-71395917.6159409,-26967457.0953452,-5379373.4350988,-89439.8713117516,-13311753.0733312
"2179","Non-harmonized","ssp4","rcp45","hadgem",2015,130109.518637105,187176.071261821,-8604644.08366426,-125871.141160608,-208753.712159699,-2133297.71297607
"2180","Non-harmonized","ssp4","rcp45","hadgem",2020,69306.8157455631,-3313372.44170062,-10184397.8089788,-422210.1020365,-237562.65257963,-3012679.47804097
"2181","Non-harmonized","ssp4","rcp45","hadgem",2025,4096.63165531934,-7258262.87819742,-11581868.8639644,-679126.89901926,-217736.071753934,-3568911.40398526
"2182","Non-harmonized","ssp4","rcp45","hadgem",2030,-69353.6851033011,-10982900.4894152,-13019591.9586942,-926586.247598035,-173796.84906275,-4053459.78569526
"2183","Non-harmonized","ssp4","rcp45","hadgem",2035,-146182.371291356,-14636488.0770061,-14472877.3261791,-1208924.8240632,-139472.693744767,-4714516.104929
"2184","Non-harmonized","ssp4","rcp45","hadgem",2040,-259118.218919903,-19900143.3885307,-15811890.0955498,-1563978.35457259,-115298.070573712,-5447844.31476531
"2185","Non-harmonized","ssp4","rcp45","hadgem",2045,-365885.034664002,-25109636.9524659,-17063758.348741,-1863337.38079793,-110158.526390767,-6254367.03736442
"2186","Non-harmonized","ssp4","rcp45","hadgem",2050,-493051.618467626,-29229025.0223874,-18245511.4100005,-2166005.80932491,-104633.526393777,-7008868.7294545
"2187","Non-harmonized","ssp4","rcp45","hadgem",2055,-607114.700997099,-33406871.1301458,-19756303.1581529,-2487491.37132731,-101099.611537726,-7844068.93127515
"2188","Non-harmonized","ssp4","rcp45","hadgem",2060,-722445.014377799,-37896490.6823152,-21115490.3020951,-2853133.52788077,-101241.388008796,-8625755.32753628
"2189","Non-harmonized","ssp4","rcp45","hadgem",2065,-873313.131407936,-42045002.9288048,-22512950.8888607,-3166785.90721991,-107234.398317883,-9554293.95868234
"2190","Non-harmonized","ssp4","rcp45","hadgem",2070,-1002845.23463012,-46011697.7827595,-23567513.9870112,-3553474.35050411,-105166.134360998,-10334007.6540334
"2191","Non-harmonized","ssp4","rcp45","hadgem",2075,-1123623.26255816,-49494690.2901048,-24290692.6728354,-4032732.581564,-109012.083209736,-11026561.1651515
"2192","Non-harmonized","ssp4","rcp45","hadgem",2080,-1254983.29448166,-53769020.6740923,-25049569.4346391,-4198077.1626587,-111754.490869308,-11706897.3092677
"2193","Non-harmonized","ssp4","rcp45","hadgem",2085,-1344619.25293635,-57112643.7920541,-25239936.9069117,-4388967.97091022,-108727.398919958,-12331221.9878869
"2194","Non-harmonized","ssp4","rcp45","hadgem",2090,-1461869.80022644,-64362367.4981178,-27056932.4310279,-4790459.01879016,-114856.659568336,-13138361.985784
"2195","Non-harmonized","ssp4","rcp45","hadgem",2095,-1600274.4603796,-70930022.0325008,-28296069.095177,-5199253.51595735,-120413.370400639,-13838934.4503506
"2196","Non-harmonized","ssp4","rcp45","hadgem",2100,-1720540.67435688,-77519052.5778565,-29573494.2717437,-5614812.32299435,-124074.190942093,-14355754.7827518
"2197","Non-harmonized","ssp4","rcp45","ipsl",2015,126343.63665328,-64574.2523381535,-8594890.96535503,-190364.321477035,-180823.72911309,-2168442.03260459
"2198","Non-harmonized","ssp4","rcp45","ipsl",2020,45575.7605859669,-3773156.75118795,-10207777.6804055,-413219.32169125,-187359.007601993,-2867085.14670388
"2199","Non-harmonized","ssp4","rcp45","ipsl",2025,-8333.13688653499,-7424384.76439848,-11658335.1152389,-645570.323070521,-151232.139267933,-3358608.50014143
"2200","Non-harmonized","ssp4","rcp45","ipsl",2030,-83119.5801767961,-11103842.5183001,-13029079.5916354,-881503.603032558,-117909.979362864,-3770030.71425414
"2201","Non-harmonized","ssp4","rcp45","ipsl",2035,-177965.74275677,-15250992.9436334,-14289005.8863132,-1158612.07578893,-112882.702985516,-4484078.38388755
"2202","Non-harmonized","ssp4","rcp45","ipsl",2040,-295017.147060478,-19425082.4303841,-15510852.5966621,-1491129.75226204,-106131.541793077,-5182086.09235974
"2203","Non-harmonized","ssp4","rcp45","ipsl",2045,-418507.132924545,-23725574.5857596,-16976829.8936602,-1713588.78892344,-93347.3777137778,-5972880.09412153
"2204","Non-harmonized","ssp4","rcp45","ipsl",2050,-523983.265472948,-27895495.4662239,-18060740.5161232,-2086458.04164671,-83995.0628190843,-6656474.04270224
"2205","Non-harmonized","ssp4","rcp45","ipsl",2055,-631864.831283062,-32124432.3818327,-18989460.6649901,-2383186.32322779,-87348.253296733,-7496849.06520231
"2206","Non-harmonized","ssp4","rcp45","ipsl",2060,-753684.494498989,-36291240.658044,-20615740.7562668,-2727272.6884311,-92476.1857461448,-8461292.55981184
"2207","Non-harmonized","ssp4","rcp45","ipsl",2065,-877388.919020532,-40316535.229557,-21702483.7700234,-3042244.66344103,-90683.9333353674,-9363496.03088115
"2208","Non-harmonized","ssp4","rcp45","ipsl",2070,-986206.104541569,-43926597.8408502,-22859963.074714,-3303441.24999041,-92805.2517159471,-10213387.0936322
"2209","Non-harmonized","ssp4","rcp45","ipsl",2075,-1110370.22622221,-47642827.5676514,-23661664.595901,-3658015.84414617,-97736.2888769753,-10987093.302278
"2210","Non-harmonized","ssp4","rcp45","ipsl",2080,-1232291.81721615,-51254879.3438542,-24260282.6087939,-3893885.28486684,-97233.7708450993,-11580287.7790857
"2211","Non-harmonized","ssp4","rcp45","ipsl",2085,-1374228.46572939,-54858196.6606734,-24257799.1110993,-4091581.03627178,-97368.9142530864,-12186704.0274468
"2212","Non-harmonized","ssp4","rcp45","ipsl",2090,-1487998.20700809,-61659862.0367681,-25641908.9138191,-4545133.94446973,-101133.508833476,-12817904.6911145
"2213","Non-harmonized","ssp4","rcp45","ipsl",2095,-1631247.85721077,-67863507.3828589,-26979203.8083699,-4859563.61197408,-109557.827067503,-13581289.9788822
"2214","Non-harmonized","ssp4","rcp45","ipsl",2100,-1790253.94340655,-73864559.5110748,-28162459.7150949,-5225547.56906,-114736.23280301,-14262196.6576554
"2215","Non-harmonized","ssp4","rcp45","miroc",2015,116024.310302734,-500711.379038564,-8503333.28062009,-151794.110948221,-334777.101991734,-2216975.78056008
"2216","Non-harmonized","ssp4","rcp45","miroc",2020,46525.6078294281,-4124422.06750638,-10060705.6511845,-392427.287671063,-274591.334991282,-3093149.90623734
"2217","Non-harmonized","ssp4","rcp45","miroc",2025,-15065.9035552863,-7971246.98226232,-11600951.6988447,-607647.974616444,-204309.108345139,-3628188.08407761
"2218","Non-harmonized","ssp4","rcp45","miroc",2030,-79097.5561155505,-11620232.3036759,-12976904.0141334,-858228.832012905,-161340.617574476,-3988056.93662931
"2219","Non-harmonized","ssp4","rcp45","miroc",2035,-182879.122018913,-15932623.0677438,-14622835.6357714,-1178998.31629308,-127303.021090872,-4586227.92067792
"2220","Non-harmonized","ssp4","rcp45","miroc",2040,-303984.335291307,-20221255.762176,-16075627.9374886,-1453676.05446664,-118443.18202065,-5199658.14994733
"2221","Non-harmonized","ssp4","rcp45","miroc",2045,-410772.875652207,-24779877.5388695,-17611292.1407956,-1762022.74374228,-116497.264111425,-5831500.38102663
"2222","Non-harmonized","ssp4","rcp45","miroc",2050,-530380.722658619,-28853356.5378871,-19031317.2450075,-2103705.79677211,-110403.439005783,-6379066.86232761
"2223","Non-harmonized","ssp4","rcp45","miroc",2055,-635752.051848281,-33343113.14951,-20459433.9656582,-2441772.02287442,-113666.674020826,-7165494.25864466
"2224","Non-harmonized","ssp4","rcp45","miroc",2060,-760199.995655888,-38070776.5169707,-22048047.1814935,-2782128.05087705,-112923.602877386,-7945959.24557902
"2225","Non-harmonized","ssp4","rcp45","miroc",2065,-868365.123109736,-42553478.6111479,-23426044.2516415,-3103363.82108774,-117521.884691342,-8813526.24588768
"2226","Non-harmonized","ssp4","rcp45","miroc",2070,-1003953.16602237,-46581694.4291307,-24308536.2688675,-3449972.02769509,-114163.687418167,-9657319.88170896
"2227","Non-harmonized","ssp4","rcp45","miroc",2075,-1158395.41181971,-50828133.1610371,-25199128.4737524,-3756321.6932774,-116841.49972528,-10288934.6080903
"2228","Non-harmonized","ssp4","rcp45","miroc",2080,-1304761.82967013,-54511628.0258984,-26159774.7798028,-3948090.14110827,-114867.17510563,-11033213.7996851
"2229","Non-harmonized","ssp4","rcp45","miroc",2085,-1412303.9851451,-58049806.7043875,-26328726.7888526,-4111613.67760473,-114464.569146714,-11721525.628964
"2230","Non-harmonized","ssp4","rcp45","miroc",2090,-1538510.81783025,-65181545.6858913,-28065316.4912399,-4547358.14052588,-120593.041857467,-12283379.2615046
"2231","Non-harmonized","ssp4","rcp45","miroc",2095,-1701755.39221777,-71591753.9491376,-29235205.9261488,-4870210.74612861,-126517.287193168,-12950373.0917717
"2232","Non-harmonized","ssp4","rcp45","miroc",2100,-1849490.29588388,-78611935.201854,-31052278.5491103,-5172688.43255288,-128206.315500865,-13454209.06837
"2233","Non-harmonized","ssp4","rcp45","noresm",2015,120433.840964958,114674.900961309,-8426578.56326635,-125427.952465248,-311394.556851948,-2043524.3969367
"2234","Non-harmonized","ssp4","rcp45","noresm",2020,66945.1257548751,-3561690.68756989,-10162979.9990416,-333404.833475474,-255988.903454297,-3000506.860833
"2235","Non-harmonized","ssp4","rcp45","noresm",2025,3006.36749195294,-7225723.29731163,-11555414.4642631,-568603.351608317,-239825.728233574,-3449316.23440024
"2236","Non-harmonized","ssp4","rcp45","noresm",2030,-59128.0582502199,-10934191.2643241,-12818783.6502984,-813284.783528613,-201568.797705881,-3848394.08643439
"2237","Non-harmonized","ssp4","rcp45","noresm",2035,-147384.552445931,-14768294.5233957,-14286019.2157077,-1090939.2676253,-135170.939357914,-4430201.02932308
"2238","Non-harmonized","ssp4","rcp45","noresm",2040,-246698.801535391,-18647681.3526816,-15789261.5907453,-1389739.00801815,-100108.741181966,-5047228.76553337
"2239","Non-harmonized","ssp4","rcp45","noresm",2045,-345848.174335099,-23484120.1840806,-16942263.1136557,-1704859.31838954,-99676.9497602924,-5705553.30016009
"2240","Non-harmonized","ssp4","rcp45","noresm",2050,-477691.821724316,-27617261.0150954,-17957921.1420725,-1994472.79104782,-92460.0061004675,-6341304.02547751
"2241","Non-harmonized","ssp4","rcp45","noresm",2055,-589249.435929407,-31779119.8205326,-19392049.6938376,-2334335.62636928,-89440.7488696962,-7081002.3135418
"2242","Non-harmonized","ssp4","rcp45","noresm",2060,-715727.145670337,-36074812.0561634,-20758352.7249633,-2689653.51894062,-96368.8307475203,-7909658.53349805
"2243","Non-harmonized","ssp4","rcp45","noresm",2065,-834481.996168261,-39870924.6857218,-21905505.2707975,-3034953.22083281,-94926.4590053277,-8652112.16433931
"2244","Non-harmonized","ssp4","rcp45","noresm",2070,-938113.316621971,-43732217.3199693,-22627646.0956607,-3383674.69481272,-95612.3183010411,-9413456.63204302
"2245","Non-harmonized","ssp4","rcp45","noresm",2075,-1079624.24738807,-47078052.4186764,-24001117.7685915,-3716103.44174986,-96384.9031868177,-10054324.751178
"2246","Non-harmonized","ssp4","rcp45","noresm",2080,-1195252.260369,-50596377.3636315,-24343662.9905289,-3936178.32335746,-98263.52083315,-10697321.8982706
"2247","Non-harmonized","ssp4","rcp45","noresm",2085,-1321820.61487068,-54154381.9698302,-24705596.3230575,-4091254.07601828,-98134.9540945474,-11268083.2407402
"2248","Non-harmonized","ssp4","rcp45","noresm",2090,-1430827.63702178,-60734360.828033,-26796540.8362389,-4493577.86201768,-100798.648027574,-11923201.4892008
"2249","Non-harmonized","ssp4","rcp45","noresm",2095,-1557441.24174529,-66867252.0817778,-28177523.0204988,-4866092.96794028,-106066.113496558,-12517776.5768541
"2250","Non-harmonized","ssp4","rcp45","noresm",2100,-1705990.81363312,-72852575.794965,-29868036.8978733,-5233300.78569328,-110940.889818911,-13127972.746551
"2251","Non-harmonized","ssp4","rcp60","gfdl",2015,115387.283012526,-128988.37008043,-8680712.55099867,-176332.282847074,-274004.642259236,-2193191.51394373
"2252","Non-harmonized","ssp4","rcp60","gfdl",2020,64410.5366325385,-3804861.60268304,-10107463.6567665,-418826.373112761,-264111.472378619,-3010936.50090579
"2253","Non-harmonized","ssp4","rcp60","gfdl",2025,-659.955182039167,-7231931.82169026,-11512373.6465218,-621404.257711471,-163637.860994142,-3415533.90268207
"2254","Non-harmonized","ssp4","rcp60","gfdl",2030,-42539.8978215302,-10852827.3304725,-12980456.5088988,-826399.294651347,-124292.780045,-3613844.95568334
"2255","Non-harmonized","ssp4","rcp60","gfdl",2035,-113414.14270688,-14156071.1062369,-14370874.1291834,-1077085.07864643,-85161.4854233004,-3989034.90111459
"2256","Non-harmonized","ssp4","rcp60","gfdl",2040,-188021.344173048,-17791688.3356279,-15407354.5591806,-1263017.72618798,-66785.957583713,-4512348.90296486
"2257","Non-harmonized","ssp4","rcp60","gfdl",2045,-247744.382035118,-21269921.1411122,-16418779.0245983,-1514772.88056309,-62153.9844690651,-4903081.07660359
"2258","Non-harmonized","ssp4","rcp60","gfdl",2050,-309163.04660065,-24483820.9142915,-17435709.466437,-1743681.5436848,-56929.001177163,-5187340.06696089
"2259","Non-harmonized","ssp4","rcp60","gfdl",2055,-396891.703528498,-28371183.0934228,-18451894.3779353,-2028847.40706998,-59380.4813732049,-5723340.93544223
"2260","Non-harmonized","ssp4","rcp60","gfdl",2060,-489018.538977994,-32037924.0987452,-19878414.2766996,-2350793.3076844,-66826.3616401285,-6276268.52450599
"2261","Non-harmonized","ssp4","rcp60","gfdl",2065,-566352.341211803,-35813188.2684199,-20838714.7891536,-2640411.59436908,-74988.1826602581,-6825354.27889178
"2262","Non-harmonized","ssp4","rcp60","gfdl",2070,-658016.226150121,-39522737.6347442,-21871734.4438572,-2946193.97629942,-77655.82799586,-7231631.815631
"2263","Non-harmonized","ssp4","rcp60","gfdl",2075,-753205.876374769,-44373167.2467024,-22695684.2712965,-3243852.77777692,-82023.9663541818,-7722724.86162843
"2264","Non-harmonized","ssp4","rcp60","gfdl",2080,-867327.876699899,-48812109.2811933,-23802432.0372311,-3454272.7043042,-86330.417769187,-8259880.015931
"2265","Non-harmonized","ssp4","rcp60","gfdl",2085,-965466.375857462,-52921337.8455422,-24536786.6466183,-3765042.69543673,-90567.0352623025,-8770717.84022474
"2266","Non-harmonized","ssp4","rcp60","gfdl",2090,-1084074.57398078,-57251177.3596473,-25643911.6478541,-4091490.00710993,-95754.0834382447,-9326737.87381679
"2267","Non-harmonized","ssp4","rcp60","gfdl",2095,-1195931.95012458,-62485625.4954911,-26458246.6796508,-4372578.29330468,-96807.8067998455,-9831886.4013657
"2268","Non-harmonized","ssp4","rcp60","gfdl",2100,-1327661.27756593,-67582929.1079226,-27634933.0220847,-4663111.05838822,-100317.851214893,-10548914.193271
"2269","Non-harmonized","ssp4","rcp60","hadgem",2015,113943.554314974,-250899.03843039,-8495806.85506005,-188241.57981755,-207024.781319097,-2191047.59110377
"2270","Non-harmonized","ssp4","rcp60","hadgem",2020,57334.3367234631,-3831084.61942727,-10067413.0582038,-405675.782604721,-223964.883973301,-3107100.56227663
"2271","Non-harmonized","ssp4","rcp60","hadgem",2025,4445.30021755987,-6888449.44530082,-11416955.6461588,-641146.421138279,-187344.221561582,-3699518.29176913
"2272","Non-harmonized","ssp4","rcp60","hadgem",2030,-49938.7842380669,-9429130.81165743,-12789836.978866,-865381.521795916,-145574.241840886,-4026853.76236465
"2273","Non-harmonized","ssp4","rcp60","hadgem",2035,-127318.423181169,-12850997.4984676,-14191562.0760237,-1151739.55940545,-97192.0126817573,-4656223.86813752
"2274","Non-harmonized","ssp4","rcp60","hadgem",2040,-200704.066579339,-16110164.2679224,-15320138.6696698,-1392174.99015605,-80677.4739150579,-5058885.02209738
"2275","Non-harmonized","ssp4","rcp60","hadgem",2045,-268905.333807067,-19933666.6876012,-16415019.4478331,-1652891.84790732,-70262.7510947374,-5439576.39470046
"2276","Non-harmonized","ssp4","rcp60","hadgem",2050,-332597.276455269,-23716386.0859261,-17497452.048335,-1874357.3558984,-68157.3776197295,-5688141.312008
"2277","Non-harmonized","ssp4","rcp60","hadgem",2055,-416185.756354882,-27903043.0224801,-18662685.9160644,-2155771.51229572,-68584.1207794486,-6356533.0253315
"2278","Non-harmonized","ssp4","rcp60","hadgem",2060,-513716.205565247,-32344362.3661679,-20000720.0479568,-2456796.55599342,-70134.9054150032,-7064859.34888207
"2279","Non-harmonized","ssp4","rcp60","hadgem",2065,-602574.948103418,-36202806.0548683,-21325966.8442571,-2736351.36889698,-74435.7274154177,-7611245.01015563
"2280","Non-harmonized","ssp4","rcp60","hadgem",2070,-705229.577895595,-40586728.7585198,-22342519.4845444,-3055545.73868115,-75304.0360414476,-8355749.54647874
